"Agency","Subagency","Title","accountID","Obligation"
"US Agencies - Non-CFO Act","Bureau of Consumer Financial Protection","Bureau of Consumer Financial Protection Fund",3208,314590505.24
"US Agencies - Non-CFO Act","Bureau of Consumer Financial Protection","Consumer Financial Civil Penalty Fund",3209,34250771.54
"US Agencies - Non-CFO Act","Chemical Safety and Hazard Investigation Board","Chemical Safety and Hazard Investigation Board",3166,4876875.76
"US Agencies - Non-CFO Act","Chemical Safety and Hazard Investigation Board","Emergency Fund",3167,0
"US Agencies - Non-CFO Act","Commission of Fine Arts","Salaries and Expenses",3033,815.78
"US Agencies - Non-CFO Act","Commission of Fine Arts","National Capital Arts and Cultural Affairs",3034,0
"US Agencies - Non-CFO Act","Commission on Civil Rights","Salaries and Expenses",3037,4758255.91
"US Agencies - Non-CFO Act","Committee for Purchase from People Who Are Blind or Severely Disabled, Committee for Purchase from People who are Blind or Severely Disabled, activities","Salaries and Expenses",3039,2730845.99
"US Agencies - Non-CFO Act","Commodity Futures Trading Commission","Commodity Futures Trading Commission",3040,119709735.48
"US Agencies - Non-CFO Act","Commodity Futures Trading Commission","Commodity Futures Trading Commission Customer Protection Fund",3041,6473294.4
"US Agencies - Non-CFO Act","Consumer Product Safety Commission","Salaries and Expenses",1742,56263657.12
"US Agencies - Non-CFO Act","Consumer Product Safety Commission","Gifts and Contributions",1743,0
"US Agencies - Non-CFO Act","Corporation for National and Community Service","Operating Expenses",3152,132901603.13
"US Agencies - Non-CFO Act","Corporation for National and Community Service","Payment to National Service Trust Fund",3151,125603450
"US Agencies - Non-CFO Act","Corporation for National and Community Service","Office of Inspector General",3148,1858660.88
"US Agencies - Non-CFO Act","Corporation for National and Community Service","Inspector General, Recovery Act",3154,0
"US Agencies - Non-CFO Act","Corporation for National and Community Service","Salaries and Expenses",3149,38468460.36
"US Agencies - Non-CFO Act","Corporation for National and Community Service","VISTA Advance Payments Revolving Fund",3150,6066080.49
"US Agencies - Non-CFO Act","Corporation for National and Community Service","Gifts and Contributions",3159,840
"US Agencies - Non-CFO Act","Corporation for National and Community Service","National Service Trust",3158,19226927.41
"US Agencies - Non-CFO Act","Corporation for Public Broadcasting","Corporation for Public Broadcasting",1199,445000000
"US Agencies - Non-CFO Act","Council of the Inspectors General on Integrity and Efficiency","Inspectors General Council Fund",3199,6423729.6
"US Agencies - Non-CFO Act","Court Services and Offender Supervision Agency for the District of Columbia","Federal Payment to the Court Services and Offender Supervision Agency for the District of Columbia",3169,103901900.11
"US Agencies - Non-CFO Act","Defense Nuclear Facilities Safety Board","Salaries and Expenses",3050,13087330.34
"US Agencies - Non-CFO Act","Delta Regional Authority","Delta Regional Authority",3186,1931635.04
"US Agencies - Non-CFO Act","Denali Commission","Denali Commission",3172,7625787.15
"US Agencies - Non-CFO Act","Denali Commission","Denali Commission Trust Fund",3175,795429.17
"US Agencies - Non-CFO Act","District of Columbia, District of Columbia Courts","Federal Payment to the District of Columbia Judicial Retirement and Survivors Annuity Fund",1245,0
"US Agencies - Non-CFO Act","District of Columbia, District of Columbia Courts","District of Columbia Judicial Retirement and Survivors Annuity Fund",1362,6917961.73
"US Agencies - Non-CFO Act","District of Columbia, District of Columbia General and Special Payments","Federal Payment for Resident Tuition Support",1248,22948777
"US Agencies - Non-CFO Act","District of Columbia, District of Columbia General and Special Payments","Federal Payment to the Criminal Justice Coordinating Council",1264,1090066
"US Agencies - Non-CFO Act","District of Columbia, District of Columbia General and Special Payments","Federal Payment for the District of Columbia National Guard",1242,249567
"US Agencies - Non-CFO Act","District of Columbia, District of Columbia General and Special Payments","Federal Payment for Judicial Commissions",1266,324150
"US Agencies - Non-CFO Act","District of Columbia, District of Columbia General and Special Payments","Federal Payment for Testing and Treatment of Hiv/aids",1267,2868596
"US Agencies - Non-CFO Act","District of Columbia, District of Columbia General and Special Payments","Federal Payment for Emergency Planning and Security Costs in the District of Columbia",1255,7458352
"US Agencies - Non-CFO Act","District of Columbia, District of Columbia General and Special Payments","Federal Payment to the District of Columbia Pension Fund",1246,0
"US Agencies - Non-CFO Act","District of Columbia, District of Columbia General and Special Payments","District of Columbia Federal Pension Fund",1305,365963190.11
"US Agencies - Non-CFO Act","District of Columbia, District of Columbia General and Special Payments","Federal Payment for Water and Sewer Services",1292,46344108.1
"US Agencies - Non-CFO Act","Election Assistance Commission","Salaries and Expenses",3190,3620413.87
"US Agencies - Non-CFO Act","Election Assistance Commission","Election Reform Programs",3191,0
"US Agencies - Non-CFO Act","Election Assistance Commission","Election Data Collection Grants",3192,0
"US Agencies - Non-CFO Act","Equal Employment Opportunity Commission","Salaries and Expenses",1595,168820654.99
"US Agencies - Non-CFO Act","Equal Employment Opportunity Commission","EEOC Education, Technical Assistance, and Training Revolving Fund",1596,978116
"US Agencies - Non-CFO Act","Export-Import Bank of the United States","Inspector General, Export-Import Bank of the United States",2562,6354166.42
"US Agencies - Non-CFO Act","Export-Import Bank of the United States","Program Account, Export-Import Loans",2561,99214443.74
"US Agencies - Non-CFO Act","Farm Credit System Insurance Corporation","Farm Credit Revolving Fund",3057,2573933.14
"US Agencies - Non-CFO Act","Federal Communications Commission","Salaries and Expenses",1476,216643387.96
"US Agencies - Non-CFO Act","Federal Communications Commission","Universal Service Fund",1479,11468663313.63
"US Agencies - Non-CFO Act","Federal Communications Commission","Spectrum Auction Program Account",1477,0
"US Agencies - Non-CFO Act","Federal Deposit Insurance Corporation, Deposit Insurance","Deposit Insurance Fund",1660,1055655089.23
